original_text,cleaned_text,rating,sentiment,text_length
pengalaman pribadi yang saya dapatkan cukup banyak. salah satu diantaranya adalah saya bisa memiliki sahabat baru dari luar negeri karena saya mampu berinteraksi dalam percakapan menggunakan bahasa Inggris sehingga inilah menjadi jembatan untuk berinteraksi ataupun berbagi pengalaman dengan mereka. thanks so much,pengalaman pribadi yang saya dapatkan cukup banyak salah satu diantaranya adalah saya bisa memiliki sahabat baru dari luar negeri karena saya mampu berinteraksi dalam percakapan menggunakan bahasa inggris sehingga inilah menjadi jembatan untuk berinteraksi ataupun berbagi pengalaman dengan mereka thanks so much,5,positive,312
aplikasi jernih,aplikasi jernih,5,positive,15
Sangat bagus,sangat bagus,5,positive,12
udah log in pake password benar tetep ga bisa login gimana ini aplikasi banyak bug,udah log in pake password benar tetep ga bisa login gimana ini aplikasi banyak bug,1,negative,82
fitur live bersyarat,fitur live bersyarat,1,negative,20
sangat memuaskan,sangat memuaskan,4,positive,16
karena dapat mem bantu,karena dapat mem bantu,5,positive,22
"sejuta kasih, karna telah menciptakan aplikasi ini-!",sejuta kasih karna telah menciptakan aplikasi ini,5,positive,49
IG emang keren,ig emang keren,5,positive,14
Mewakili Perjalanan Pribadi utk dibagikan Kpd smua pihak,mewakili perjalanan pribadi utk dibagikan kpd smua pihak,5,positive,56
"kenapa tiba tiba harus ada kontrol orang tua, sedangkan orang tua saya tidak bermain Instagram, ANEHHH BNGETTTT",kenapa tiba tiba harus ada kontrol orang tua sedangkan orang tua saya tidak bermain instagram anehhh bngetttt,1,negative,109
"I don't know and don't understand why the Instagram display always changes by itself until today I can't open my DM because the button doesn't respond as if it's not there. I updated my app, tried again, still couldn't open it, then reinstalled it, tried again, and still couldn't open my DMs. Not only that, my Instagram display has returned to the display before the update, it's not a problem actually, but some of the features can't be used... please fix it immediately 🥲",i don t know and don t understand why the instagram display always changes by itself until today i can t open my dm because the button doesn t respond as if it s not there i updated my app tried again still couldn t open it then reinstalled it tried again and still couldn t open my dms not only that my instagram display has returned to the display before the update it s not a problem actually but some of the features can t be used please fix it immediately,2,negative,460
kenapa instagram saya tidak ada fitur live nya???,kenapa instagram saya tidak ada fitur live nya,2,negative,46
"tlg dong instagram, saya kan salah masukin tahun lahir saya seharusnya udh lbh dari 17+ tapi malah msh 16, jdi saya g bisa publik akun kan aneh g bisa ganti tahun lahirr",tlg dong instagram saya kan salah masukin tahun lahir saya seharusnya udh lbh dari tapi malah msh jdi saya g bisa publik akun kan aneh g bisa ganti tahun lahirr,5,positive,160
sangat bagus,sangat bagus,5,positive,12
saya kasih tapi bapakin pengikut sy,saya kasih tapi bapakin pengikut sy,5,positive,35
"AKUN INSTAGRAM SAYA DI SUSPEND / DINONAKTIFKAN PERMANEN OLEH PIHAK INSTAGRAM, INI GIMANA YA TOLONG KEBIJAKAN NYA ! KEMBALIKAN AKUN SAYA ! INI SANGAT TIDAK NYAMAN ! HAYO ! BACA KOMEN SAYA :(",akun instagram saya di suspend dinonaktifkan permanen oleh pihak instagram ini gimana ya tolong kebijakan nya kembalikan akun saya ini sangat tidak nyaman hayo baca komen saya,4,positive,175
"gajelasss nurunan Bae fllwers udh bnyk², mintaa tolong diperbaiki lagi pls aplikasi nya, udh bnyk pengikut tapi nurun¹ terus padahal gda yang unfol",gajelasss nurunan bae fllwers udh bnyk mintaa tolong diperbaiki lagi pls aplikasi nya udh bnyk pengikut tapi nurun terus padahal gda yang unfol,1,negative,143
Sangat bagus,sangat bagus,5,positive,12
Kenapa lagu yang dicari tidak muncul ?,kenapa lagu yang dicari tidak muncul,5,positive,36
ya aku setuju,ya aku setuju,5,positive,13
sangat membantu,sangat membantu,5,positive,15
saya suka menggunakan Instagram,saya suka menggunakan instagram,4,positive,31
"kenapa ya tiap kali buka ig kadang mau kadang engga,nge stuck di logo ajaa :(( jdiny hrus download lagi biar bisa kebuka lagi,tolong ya diperbaiki ;(",kenapa ya tiap kali buka ig kadang mau kadang engga nge stuck di logo ajaa jdiny hrus download lagi biar bisa kebuka lagi tolong ya diperbaiki,4,positive,142
semakin mantap dan jaya selalu,semakin mantap dan jaya selalu,5,positive,30
perlu di uninstal,perlu di uninstal,2,negative,17
bagus banget,bagus banget,5,positive,12
akun tiba' ke banding???,akun tiba ke banding,2,negative,20
kenapa postingan foto di pencarian menjadi reels hah? #UPDATE DOANG TAPI TOMBOL JEDA TETAP GAK ADA,kenapa postingan foto di pencarian menjadi reels hah update doang tapi tombol jeda tetap gak ada,2,negative,96
maaf kali ini desain tampilan instagram jelek,maaf kali ini desain tampilan instagram jelek,1,negative,45
akun saya ke suspen tanpa sebab,akun saya ke suspen tanpa sebab,1,negative,31
pokonya kalian wajib instal apk ini wajibbbb,pokonya kalian wajib instal apk ini wajibbbb,5,positive,44
instagram sangat bagus,instagram sangat bagus,5,positive,22
Saya benar benar menyukainya,saya benar benar menyukainya,5,positive,28
tolong benerin bug nya kenapa tiba tiba keluar dari aplikasi,tolong benerin bug nya kenapa tiba tiba keluar dari aplikasi,2,negative,60
bagus banget aplikasi nya aku suka banget 😍,bagus banget aplikasi nya aku suka banget,2,negative,41
bagus i like,bagus i like,4,positive,12
Mantap Wr apoko Namah,mantap wr apoko namah,5,positive,21
"Aplikasi ini sangat bagus utk menambah teman,mendapatkan jaringan bisnis,Karir.mendapatkan info akurat.",aplikasi ini sangat bagus utk menambah teman mendapatkan jaringan bisnis karir mendapatkan info akurat,5,positive,102
"oon gabisa live, kesenjangan followers bgt dah",oon gabisa live kesenjangan followers bgt dah,1,negative,45
my account @_ndndaaaa got suspend wih no reason. please fix it ASAP. THANKS.,my account got suspend wih no reason please fix it asap thanks,1,negative,62
sangat keren aplikasi nya,sangat keren aplikasi nya,5,positive,25
saya sangat suka dengan aplikasi ini karena bisa nambah teman dan bisa berbagi koneksi,saya sangat suka dengan aplikasi ini karena bisa nambah teman dan bisa berbagi koneksi,5,positive,86
bagus banget,bagus banget,5,positive,12
"bagus sekali aplikasi nya,,👍👍",bagus sekali aplikasi nya,5,positive,25
menyebalkan susah dibuka,menyebalkan susah dibuka,1,negative,24
"Instagram sekarang gak jelas masa iyaa bisa mengikuti orng sendiri yg di ikuti orang orng luar lagi,aneh awal nya mikir kenak hack sudah ganti sandi baru semuanya tetap aja kaya gitu dan mau unfol lagi fitur unfoll nya ilang",instagram sekarang gak jelas masa iyaa bisa mengikuti orng sendiri yg di ikuti orang orng luar lagi aneh awal nya mikir kenak hack sudah ganti sandi baru semuanya tetap aja kaya gitu dan mau unfol lagi fitur unfoll nya ilang,1,negative,224
"Ig kenapa sekarang suka blok akun,padahal ga pernah bikin pelanggaran saya udah lebih dari 20x di banned udah saya coba semua cara dari nunggu, verifikasi tetep aja ga bisa kembaliin semoga bug atau apapun itu tolong di perbaiki lagi saya bikin akun dari lama sampe banyak flower malah di banned saat ini saya kasi bintang satu dulu tolong di perbaiki yaaa",ig kenapa sekarang suka blok akun padahal ga pernah bikin pelanggaran saya udah lebih dari x di banned udah saya coba semua cara dari nunggu verifikasi tetep aja ga bisa kembaliin semoga bug atau apapun itu tolong di perbaiki lagi saya bikin akun dari lama sampe banyak flower malah di banned saat ini saya kasi bintang satu dulu tolong di perbaiki yaaa,1,negative,353
sukak bangetttt🦋🐞,sukak bangetttt,5,positive,15
terimakasih,terimakasih,5,positive,11
sangat bagus,sangat bagus,5,positive,12
good aplikasi,good aplikasi,5,positive,13
ig sangat bagi ku sangat memuaskan semua konten konten aku cepet fypnya semoga akun Ig aku segera di monetisasi saya sangat berterima kasih kepada pihak ig,ig sangat bagi ku sangat memuaskan semua konten konten aku cepet fypnya semoga akun ig aku segera di monetisasi saya sangat berterima kasih kepada pihak ig,5,positive,155
ig membuat saya banyk temen,ig membuat saya banyk temen,5,positive,27
"setiap liat SG pasti banyak iklan nya nonton reels ig aj banyak bnget iklan nya bikin gak mood buat main Ig,😒",setiap liat sg pasti banyak iklan nya nonton reels ig aj banyak bnget iklan nya bikin gak mood buat main ig,1,negative,107
sangat bagus untuk bersosial media yang smart 🙏🫶,sangat bagus untuk bersosial media yang smart,5,positive,45
"aku suka sama apk ini, tp aku kurang suka pas ud update, soalnya bbrp efek yg ak sk gaada lg",aku suka sama apk ini tp aku kurang suka pas ud update soalnya bbrp efek yg ak sk gaada lg,4,positive,90
bag bug bag bug..hadeuhh..,bag bug bag bug hadeuhh,1,negative,23
sangat bagus,sangat bagus,5,positive,12
aturan live untuk mendokumentasi momen malah di nonaktifkan buat follower rendah,aturan live untuk mendokumentasi momen malah di nonaktifkan buat follower rendah,1,negative,80
sangat bagus,sangat bagus,5,positive,12
aku sukaaa Instagram...,aku sukaaa instagram,5,positive,20
tolong buatkan fitur untuk mengganti atau menghapus lagu pada postingan yang telah dipost!!!,tolong buatkan fitur untuk mengganti atau menghapus lagu pada postingan yang telah dipost,1,negative,89
komunikatif dan selalu adaptif,komunikatif dan selalu adaptif,4,positive,30
habis update malah DM gabisa d buka ini....,habis update malah dm gabisa d buka ini,1,negative,39
sudah lama ku tinggalkan balik lagi,sudah lama ku tinggalkan balik lagi,5,positive,35
"NAJIS IG GEMBEL BNGT ANJ, KELUAR MASUK KELUAR MASUK TERUS",najis ig gembel bngt anj keluar masuk keluar masuk terus,1,negative,56
makin mantepp,makin mantepp,5,positive,13
me like instagram,me like instagram,5,positive,17
keren dan sangat informatif,keren dan sangat informatif,5,positive,27
kalau udate berikutnya tolong bisa melihat video orang yang sudah lama cowoknya youtube bisa kita melihat vidio yang sudah lama semoga bisa dikabulkan admin,kalau udate berikutnya tolong bisa melihat video orang yang sudah lama cowoknya youtube bisa kita melihat vidio yang sudah lama semoga bisa dikabulkan admin,5,positive,156
update ig sekarang makin ampas!!,update ig sekarang makin ampas,1,negative,30
keren banget,keren banget,5,positive,12
Instagram kenapa fitur komen story Instagram ga bisa,instagram kenapa fitur komen story instagram ga bisa,2,negative,52
baik dan bagus buat metsos,baik dan bagus buat metsos,5,positive,26
sangat mendukung mobilitas sehari hari,sangat mendukung mobilitas sehari hari,5,positive,38
sangat puas dengan fitur yang ini,sangat puas dengan fitur yang ini,5,positive,33
bagus dan banyak teman,bagus dan banyak teman,5,positive,22
"aplikasi sering menghilang dari menu, harus di reset",aplikasi sering menghilang dari menu harus di reset,1,negative,51
sebagian gak bisa menemukan akun pengguna orang lain,sebagian gak bisa menemukan akun pengguna orang lain,4,positive,52
"sering banget kena ban akunya akun pribadi saya sama akun bisnis saya pdhl saya ngga melanggar peraturan instagram mengapa tiba² akunnya keblokir/keband, dan updet skrg udh aneh masa live ajh harus followers 1k dulu, pas dulu ngga gitu",sering banget kena ban akunya akun pribadi saya sama akun bisnis saya pdhl saya ngga melanggar peraturan instagram mengapa tiba akunnya keblokir keband dan updet skrg udh aneh masa live ajh harus followers k dulu pas dulu ngga gitu,1,negative,231
"entah bug atau bukan, notif seringkali ga muncul, jadi segala chat dll itu harus buka langsung dari Instagram nya biar bisa lihat chat dari siapa aja yang masuk, dan siapa aja yang uda bales chat, atau notif apa aja yang muncul. tambah lagi, ga bisa ngelihat semua orang yang ngefollow kita di notifnya",entah bug atau bukan notif seringkali ga muncul jadi segala chat dll itu harus buka langsung dari instagram nya biar bisa lihat chat dari siapa aja yang masuk dan siapa aja yang uda bales chat atau notif apa aja yang muncul tambah lagi ga bisa ngelihat semua orang yang ngefollow kita di notifnya,2,negative,296
luar biasa membantu,luar biasa membantu,5,positive,19
baguss sekali aplikasi ini saya suka sekali,baguss sekali aplikasi ini saya suka sekali,5,positive,43
aplikasi sangat berguna sekali,aplikasi sangat berguna sekali,5,positive,30
sangat baik,sangat baik,5,positive,11
bagus banget,bagus banget,5,positive,12
tolong dong min ini kenapa IG saya tidak bisa di buka trus tidak bisa memuat kabar beranda juga padahal di akun satu nya bagus bagus aja,tolong dong min ini kenapa ig saya tidak bisa di buka trus tidak bisa memuat kabar beranda juga padahal di akun satu nya bagus bagus aja,1,negative,136
Menyenangkan,menyenangkan,5,positive,12
minus gabisa live sekarang ga kayak dlu,minus gabisa live sekarang ga kayak dlu,5,positive,39
bermanfaat untuk orang lain yang sukanya sama Instagram,bermanfaat untuk orang lain yang sukanya sama instagram,5,positive,55
"gak sudi unduh aplikasi yg pro pemerintah dan dpr ,disaat mereka salah.dibungkam tapi tidak bisa😏nyampah aja !",gak sudi unduh aplikasi yg pro pemerintah dan dpr disaat mereka salah dibungkam tapi tidak bisa nyampah aja,1,negative,107
sangat membantu,sangat membantu,5,positive,15
"gabisa kasih kata2 lagi, berharap suatu saat ada aplikasi yang mirip dengan instagram biar bisa segera pindah. ga habis pikir bisa2 error mulu, akhirnya bolak balik login, hadeh",gabisa kasih kata lagi berharap suatu saat ada aplikasi yang mirip dengan instagram biar bisa segera pindah ga habis pikir bisa error mulu akhirnya bolak balik login hadeh,1,negative,171
"Bagus sekali, tp kenapa akhirnya setiap unggah video... diawal video tampilannya selalu mejadi hitam",bagus sekali tp kenapa akhirnya setiap unggah video diawal video tampilannya selalu mejadi hitam,5,positive,96
gabisa di buka aflikasi nya. stress,gabisa di buka aflikasi nya stress,1,negative,34
bagus bett aplnya,bagus bett aplnya,5,positive,17
Semoga konten saya Semakin Mendapatkan peringkat Fyp,semoga konten saya semakin mendapatkan peringkat fyp,5,positive,52
"ini aku yg update atau emng otomatis terupdate tapi malah hilang fitur live streaming Instagram nya, seharusnya kalau di update makin bagus gak sih ini kok makin aneh, udah saya coba buat laporan tetap sama aja udah uninstall aplikasi nya smaa juga ini kok makin aneh sih woyyy Ig ini fitur live streaming ku kok gadak, plisss kembalikan fitur live streaming nya",ini aku yg update atau emng otomatis terupdate tapi malah hilang fitur live streaming instagram nya seharusnya kalau di update makin bagus gak sih ini kok makin aneh udah saya coba buat laporan tetap sama aja udah uninstall aplikasi nya smaa juga ini kok makin aneh sih woyyy ig ini fitur live streaming ku kok gadak plisss kembalikan fitur live streaming nya,1,negative,359
Sangat bagus,sangat bagus,5,positive,12
jmpol bicara 👍👍👍👍👍,jmpol bicara,5,positive,12
real sihh bagus bett 🤓🤓,real sihh bagus bett,5,positive,20
sering tidak ada muka teman saat life,sering tidak ada muka teman saat life,5,positive,37
ga bisa live👎👎👎,ga bisa live,1,negative,12
aplikasi lawak fitur translate di chat pribadi gabisa di gunakan,aplikasi lawak fitur translate di chat pribadi gabisa di gunakan,1,negative,64
saya senang menggunakan instagram terima kasih,saya senang menggunakan instagram terima kasih,5,positive,46
ig saya tidak bisa siaran langsung,ig saya tidak bisa siaran langsung,2,negative,34
tolong kembalikan filter jj ig yg dlu plis,tolong kembalikan filter jj ig yg dlu plis,5,positive,42
